Pick Date,Location,Product Variety,Yield Kg,Total Harvest Cost Per Kg,Pick Rate Kgs/Hr (Picker Only – Derived Kgs)
16/01/2019,LEB 5,Brigitta,"1,616.77",4.65,5.64
18/01/2019,[Lebrina]03,Bluerose,862.68,3.38,8.52
18/01/2019,[Lebrina]03,Brigitta,136.55,3.97,4.05
18/01/2019,[NineMile]01,Legacy,0.00,0.00,0.00
18/01/2019,[NineMile]11,Legacy,0.00,0.00,0.00
18/01/2019,[NineMile]21,Brigitta,"1,455.52",4.65,7.29
18/01/2019,[NineMile]21,Legacy,"1,339.03",4.66,5.86
18/01/2019,[NineMile]43,Brigitta,308.52,5.12,5.61
18/01/2019,[NineMile]43,Legacy,451.83,4.90,4.61
18/01/2019,[NineMile]44,Brigitta,181.95,4.82,4.26
18/01/2019,[NineMile]44,Legacy,376.01,4.90,6.60
18/01/2019,[NineMile]45,Legacy,"1,455.62",5.02,4.81
18/01/2019,[NineMile]47,Brigitta,507.18,4.17,5.73
18/01/2019,[NineMile]47,Legacy,371.70,4.88,3.62
18/01/2019,[NineMile]48,Brigitta,609.63,4.53,10.33
18/01/2019,[NineMile]48,Legacy,417.07,4.98,4.04
18/01/2019,[NineMile]48,Ozarkblue,325.69,4.75,5.52
18/01/2019,[NineMile]49,Brigitta,455.22,4.70,6.17
18/01/2019,[NineMile]49,Legacy,386.93,4.68,6.56
18/01/2019,[NineMile]49,Ozarkblue,118.10,4.87,4.00
18/01/2019,[NineMile]52,Brigitta,"1,324.01",4.55,8.16
18/01/2019,[NineMile]53,Brigitta,990.21,4.61,4.87
18/01/2019,[NineMile]53,Legacy,861.64,4.40,5.22
18/01/2019,[NineMile]54,Brigitta,"1,142.31",4.37,7.88
18/01/2019,[NineMile]54,Legacy,639.40,3.99,11.02
18/01/2019,[NineMile]54,Ozarkblue,335.88,4.03,11.58
18/01/2019,[NineMile]57,Legacy,"1,581.96",4.66,6.07
18/01/2019,[NineMile]58,Legacy,"1,457.43",4.66,6.45
18/01/2019,[NineMile]64,Legacy,783.02,4.43,6.82
18/01/2019,[NineMile]66,Legacy,"1,997.36",4.43,5.10
18/01/2019,[S1]94,Arana C00-009,"1,714.60",4.60,5.73
18/01/2019,[S1]95,Arana C00-009,"2,397.57",4.57,6.01
18/01/2019,LEB 5,Brigitta,"1,058.91",4.22,6.90
19/01/2019,[Lebrina]02,Brigitta,219.75,3.96,7.85
19/01/2019,[NineMile]03,Brigitta,930.06,4.20,4.58
19/01/2019,[NineMile]03,Legacy,328.79,4.26,6.09
19/01/2019,[NineMile]03,Ozarkblue,160.58,5.10,2.02
19/01/2019,[NineMile]05,Brigitta,"1,291.88",4.36,4.94
19/01/2019,[NineMile]05,Ozarkblue,194.81,4.84,6.72
19/01/2019,[NineMile]07,Brigitta,"1,116.04",5.02,4.98
19/01/2019,[NineMile]07,Legacy,934.22,4.69,9.53
19/01/2019,[NineMile]07,Ozarkblue,181.30,5.01,2.50
19/01/2019,[NineMile]09,Brigitta,391.68,4.64,5.05
19/01/2019,[NineMile]09,Legacy,"2,797.51",4.49,5.97
19/01/2019,[NineMile]10,Brigitta,397.57,4.42,4.15
19/01/2019,[NineMile]10,Legacy,"2,959.40",4.14,6.68
19/01/2019,[NineMile]63,Brigitta,"1,717.75",4.15,6.72
19/01/2019,[NineMile]63,Legacy,885.85,4.72,3.30
19/01/2019,[NineMile]64,Brigitta,"1,892.49",4.06,7.28
19/01/2019,[NineMile]64,Legacy,"1,117.46",4.31,6.15
19/01/2019,[NineMile]65,Legacy,480.51,4.25,4.93
19/01/2019,[NineMile]68,Brigitta,"2,011.10",4.10,8.57
19/01/2019,LEB 5,Brigitta,"1,736.30",3.86,6.73
20/01/2019,[NineMile]04,Brigitta,646.72,4.74,5.32
20/01/2019,[NineMile]04,Legacy,"1,278.85",4.33,9.47
20/01/2019,[NineMile]05,Legacy,"1,434.23",4.50,6.64
20/01/2019,[NineMile]08,Brigitta,"1,427.59",4.49,5.01
20/01/2019,[NineMile]08,Legacy,"1,030.15",4.27,11.45
20/01/2019,[NineMile]08,Ozarkblue,284.90,4.52,4.75
20/01/2019,[NineMile]09,Brigitta,370.85,4.96,3.47
20/01/2019,[NineMile]10,Brigitta,741.20,4.52,4.97
20/01/2019,[NineMile]11,Brigitta,"1,203.86",4.12,14.95
20/01/2019,[NineMile]11,Legacy,"4,356.16",4.21,7.92
20/01/2019,[NineMile]12,Legacy,"4,189.20",4.25,9.31
20/01/2019,[NineMile]13,Brigitta,"1,780.15",4.34,5.98
20/01/2019,[NineMile]13,Legacy,719.13,4.43,5.33
20/01/2019,[NineMile]13,Ozarkblue,468.64,4.38,8.08
20/01/2019,[NineMile]14,Brigitta,559.38,4.44,4.59
20/01/2019,[NineMile]14,Legacy,259.50,4.47,4.25
20/01/2019,[NineMile]14,Ozarkblue,137.55,5.85,0.90
20/01/2019,[S1]39-41Front,Arana C00-009,"2,444.04",4.01,7.13
20/01/2019,[S3]Mrow01-30,Arana C00-009,474.62,4.47,5.12
20/01/2019,[S3]Mrow31-87,Arana C00-009,"2,497.40",3.81,6.93
20/01/2019,[S3]Nrow01-54,Arana C00-009,"1,210.92",4.34,6.05
20/01/2019,[S3]Nrow55-105,Arana C00-009,"1,077.33",3.99,6.71
20/01/2019,ED5,Legacy,837.35,4.55,6.92
20/01/2019,LEB 5,Brigitta,"1,985.49",3.84,6.95
21/01/2019,[NineMile]02,Legacy,913.33,4.23,8.44
21/01/2019,[NineMile]04,Brigitta,680.48,4.50,4.54
21/01/2019,[NineMile]04,Ozarkblue,426.09,4.58,3.55
21/01/2019,[NineMile]11,Brigitta,"1,582.67",4.29,5.37
21/01/2019,[NineMile]11,Legacy,708.93,4.31,5.72
21/01/2019,[NineMile]12,Brigitta,"1,816.32",5.74,4.66
21/01/2019,[NineMile]12,Legacy,302.35,6.05,3.54
21/01/2019,[NineMile]15,Legacy,"1,473.47",4.24,8.42
21/01/2019,[NineMile]15,Ozarkblue,585.42,4.30,10.09
21/01/2019,[NineMile]16,Brigitta,837.85,4.44,4.65
21/01/2019,[NineMile]16,Legacy,575.54,4.37,6.29
21/01/2019,[NineMile]16,Ozarkblue,237.33,4.25,8.05
21/01/2019,[NineMile]35,Brigitta,"1,954.07",4.29,5.88
21/01/2019,[NineMile]35,Legacy,575.89,4.40,4.06
21/01/2019,[NineMile]35,Ozarkblue,554.02,4.17,7.80
21/01/2019,[NineMile]37,Legacy,569.60,4.15,32.09
21/01/2019,[NineMile]38,Brigitta,"1,485.86",4.29,8.24
21/01/2019,[NineMile]38,Legacy,582.50,4.20,9.71
21/01/2019,[NineMile]62,Brigitta,"2,093.69",4.30,8.08
21/01/2019,[NineMile]62,Legacy,"1,755.80",4.37,6.37
21/01/2019,LEB 5,Brigitta,"2,180.71",3.58,7.89
21/01/2019,LEB 5,Elliot E-70,22.99,6.39,1.77
22/01/2019,[NineMile]01,Legacy,482.74,4.39,4.84
22/01/2019,[NineMile]02,Brigitta,"4,221.63",3.89,10.23
22/01/2019,[NineMile]02,Legacy,518.39,4.10,5.40
22/01/2019,[NineMile]12,Brigitta,93.70,5.57,1.49
22/01/2019,[NineMile]15,Brigitta,"2,309.80",4.07,5.85
22/01/2019,[NineMile]24,Brigitta,512.93,5.75,3.70
22/01/2019,[NineMile]24,Legacy,290.40,5.74,3.52
22/01/2019,[NineMile]24,Ozarkblue,299.33,5.46,6.61
22/01/2019,[NineMile]27,Brigitta,"2,047.72",3.96,7.88
22/01/2019,[NineMile]27,Legacy,652.71,4.00,6.73
22/01/2019,[NineMile]27,Ozarkblue,636.24,4.01,9.79
22/01/2019,[NineMile]31,Brigitta,627.01,4.22,3.92
22/01/2019,[NineMile]31,Ozarkblue,474.44,4.19,5.93
22/01/2019,[NineMile]32,Brigitta,59.25,7.36,2.04
22/01/2019,[NineMile]32,Legacy,330.63,5.54,5.65
22/01/2019,[NineMile]33,Legacy,409.50,5.42,3.84
22/01/2019,[NineMile]37,Brigitta,373.19,5.79,3.77
22/01/2019,[NineMile]37,Ozarkblue,254.06,5.38,7.70
22/01/2019,[NineMile]38,Ozarkblue,349.62,4.19,5.73
22/01/2019,[NineMile]46,Legacy,"1,445.91",5.29,4.01
22/01/2019,[NineMile]50,Brigitta,801.82,3.99,7.16
22/01/2019,[NineMile]50,Legacy,563.13,3.99,7.17
22/01/2019,[NineMile]62,Brigitta,457.99,5.01,14.31
22/01/2019,[S1]22-23Ext,Ochlockonee,142.80,6.24,5.83
22/01/2019,ED5,Legacy,671.58,4.49,5.81
22/01/2019,LEB 5,Brigitta,"2,045.16",3.96,6.24
22/01/2019,LEB 5,Elliot E-70,177.13,3.77,8.75
23/01/2019,[NineMile]01,Brigitta,559.36,6.37,5.42
23/01/2019,[NineMile]01,Legacy,127.37,7.49,1.80
23/01/2019,[NineMile]02,Brigitta,"1,134.44",4.51,2.06
23/01/2019,[NineMile]02,Ozarkblue,"1,294.44",3.71,258.89
23/01/2019,[NineMile]06,Brigitta,507.99,3.78,0.00
23/01/2019,[NineMile]06,Legacy,838.78,3.71,239.65
23/01/2019,[NineMile]22,Brigitta,479.17,4.65,6.61
23/01/2019,[NineMile]22,Legacy,283.41,4.83,3.91
23/01/2019,[NineMile]23,Brigitta,"1,169.41",4.66,5.29
23/01/2019,[NineMile]23,Legacy,395.06,4.76,5.36
23/01/2019,[NineMile]23,Ozarkblue,470.75,4.49,7.98
23/01/2019,[NineMile]29,Brigitta,426.39,6.50,4.20
23/01/2019,[NineMile]29,Legacy,184.08,6.67,3.17
23/01/2019,[NineMile]29,Ozarkblue,158.98,6.66,5.48
23/01/2019,[NineMile]32,Brigitta,503.19,5.48,4.12
23/01/2019,[NineMile]32,Ozarkblue,261.19,5.39,4.28
23/01/2019,[NineMile]33,Brigitta,597.14,4.06,7.96
23/01/2019,[NineMile]33,Ozarkblue,358.13,3.98,11.94
23/01/2019,[NineMile]34,Brigitta,890.35,5.37,4.49
23/01/2019,[NineMile]34,Legacy,396.63,5.30,5.20
23/01/2019,[NineMile]34,Ozarkblue,280.66,5.17,17.82
23/01/2019,[NineMile]51,Legacy,109.26,5.24,1.92
23/01/2019,[NineMile]52,Brigitta,259.37,4.33,3.60
23/01/2019,[NineMile]52,Legacy,718.73,4.02,6.88
23/01/2019,[NineMile]52,Ozarkblue,540.79,3.95,9.17
23/01/2019,[NineMile]67,Brigitta,512.10,4.84,4.27
23/01/2019,[NineMile]67,Legacy,358.11,5.09,3.45
23/01/2019,[NineMile]68,Brigitta,"1,857.19",4.65,6.93
23/01/2019,LEB 5,Brigitta,679.26,4.34,6.65
23/01/2019,LEB 5,Elliot E-70,307.88,4.58,5.05
24/01/2019,[NineMile]06,Brigitta,"2,250.62",4.54,5.86
24/01/2019,[NineMile]06,Ozarkblue,230.95,4.64,7.22
24/01/2019,[NineMile]21,Brigitta,460.56,7.86,4.05
24/01/2019,[NineMile]21,Legacy,493.25,8.01,2.76
24/01/2019,[NineMile]22,Brigitta,233.60,5.27,4.94
24/01/2019,[NineMile]22,Ozarkblue,373.67,4.70,11.86
24/01/2019,[NineMile]24,Denise Blue Knoxfield47,224.31,5.11,7.35
24/01/2019,[NineMile]25,Brigitta,839.00,5.00,4.90
24/01/2019,[NineMile]25,Legacy,454.02,5.09,4.12
24/01/2019,[NineMile]25,Ozarkblue,352.87,4.93,5.78
24/01/2019,[NineMile]36,Brigitta,441.73,5.66,5.70
24/01/2019,[NineMile]36,Legacy,154.49,6.13,2.49
24/01/2019,[NineMile]36,Ozarkblue,134.10,6.05,4.33
24/01/2019,[NineMile]48,Brigitta,180.84,8.88,2.30
24/01/2019,[NineMile]48,Legacy,78.91,9.64,1.67
24/01/2019,[NineMile]48,Ozarkblue,185.97,8.34,5.90
24/01/2019,[NineMile]49,Brigitta,123.76,8.52,3.93
24/01/2019,[NineMile]49,Legacy,49.56,8.65,3.15
24/01/2019,[NineMile]49,Ozarkblue,77.42,9.65,1.64
24/01/2019,[NineMile]51,Brigitta,165.33,6.27,5.33
24/01/2019,[NineMile]51,Ozarkblue,111.70,5.48,7.21
24/01/2019,[NineMile]65,Brigitta,"1,164.85",4.30,10.57
24/01/2019,[NineMile]65,Legacy,215.15,5.25,2.28
24/01/2019,[NineMile]66,Legacy,532.35,4.94,4.83
24/01/2019,LEB 5,Brigitta,"1,319.63",3.74,7.25
25/01/2019,[Lebrina]02,Brigitta,673.81,3.54,6.10
25/01/2019,[Lebrina]04,Brigitta,890.29,3.35,10.06
25/01/2019,[NineMile]43,Brigitta,188.80,6.34,6.09
25/01/2019,[NineMile]43,Legacy,276.24,6.35,5.94
25/01/2019,[NineMile]44,Brigitta,231.86,6.28,7.48
25/01/2019,[NineMile]44,Legacy,266.81,6.73,3.44
25/01/2019,[NineMile]45,Legacy,837.22,6.57,3.60
25/01/2019,[NineMile]47,Brigitta,122.76,6.63,4.23
25/01/2019,[NineMile]47,Legacy,322.98,6.56,3.05
25/01/2019,[NineMile]53,Brigitta,294.54,4.91,4.83
25/01/2019,[NineMile]53,Legacy,362.48,4.72,4.75
25/01/2019,[NineMile]54,Brigitta,396.54,4.60,6.50
25/01/2019,[NineMile]54,Legacy,198.49,4.93,4.34
25/01/2019,[NineMile]54,Ozarkblue,222.03,4.71,4.85
25/01/2019,[NineMile]66,Brigitta,"1,470.75",4.36,7.26
25/01/2019,[NineMile]66,Legacy,480.53,4.74,3.56
25/01/2019,LEB 5,Brigitta,"1,060.58",3.90,6.91
28/01/2019,[Lebrina]01,Brigitta,727.33,3.13,10.70
28/01/2019,[Lebrina]02,Brigitta,826.30,3.10,9.78
28/01/2019,[Lebrina]02,Elliot E-70,82.36,3.75,2.42
28/01/2019,[NineMile]03,Brigitta,"1,157.44",3.99,7.23
28/01/2019,[NineMile]03,Legacy,233.24,4.67,3.64
28/01/2019,[NineMile]03,Ozarkblue,157.48,4.79,2.46
28/01/2019,[NineMile]05,Brigitta,"1,653.32",4.02,6.33
28/01/2019,[NineMile]05,Legacy,337.13,5.59,2.68
28/01/2019,[NineMile]05,Ozarkblue,145.27,5.52,4.61
28/01/2019,[NineMile]07,Brigitta,"1,380.14",5.04,6.74
28/01/2019,[NineMile]07,Legacy,289.08,5.19,6.12
28/01/2019,[NineMile]07,Ozarkblue,133.81,5.25,4.25
28/01/2019,[NineMile]09,Brigitta,381.05,7.15,3.91
28/01/2019,[NineMile]10,Brigitta,994.92,7.10,3.85
28/01/2019,[NineMile]10,Legacy,923.56,7.04,3.95
28/01/2019,[NineMile]57,Legacy,389.77,5.84,4.77
28/01/2019,[NineMile]58,Legacy,418.33,5.66,5.07
28/01/2019,[NineMile]63,Brigitta,509.76,7.29,3.78
28/01/2019,[NineMile]63,Legacy,785.43,7.26,3.74
28/01/2019,[NineMile]64,Brigitta,709.18,5.00,5.73
28/01/2019,[NineMile]64,Legacy,839.83,5.00,5.34
28/01/2019,LEB 5,Brigitta,"1,382.52",3.28,8.11
29/01/2019,[Lebrina]01,Brigitta,"1,580.50",3.03,9.61
29/01/2019,[NineMile]04,Brigitta,"1,074.53",4.95,5.25
29/01/2019,[NineMile]04,Legacy,260.71,5.29,5.70
29/01/2019,[NineMile]04,Ozarkblue,281.99,4.87,9.17
29/01/2019,[NineMile]08,Brigitta,"1,608.86",5.15,7.73
29/01/2019,[NineMile]08,Legacy,340.89,5.20,3.67
29/01/2019,[NineMile]08,Ozarkblue,207.96,5.66,5.04
29/01/2019,[NineMile]09,Brigitta,275.70,5.36,3.92
29/01/2019,[NineMile]09,Legacy,924.87,5.05,5.14
29/01/2019,[NineMile]11,Brigitta,"1,233.67",4.97,5.27
29/01/2019,[NineMile]11,Legacy,"1,357.70",5.02,4.54
29/01/2019,[NineMile]12,Brigitta,"1,114.45",5.10,4.42
29/01/2019,[NineMile]12,Legacy,"1,112.76",4.98,6.42
29/01/2019,[NineMile]13,Brigitta,969.27,5.12,4.90
29/01/2019,[NineMile]13,Legacy,317.77,5.24,3.53
29/01/2019,[NineMile]13,Ozarkblue,367.61,5.03,5.91
29/01/2019,[NineMile]14,Brigitta,463.77,5.61,5.42
29/01/2019,[NineMile]14,Legacy,99.14,6.88,3.48
29/01/2019,[NineMile]14,Ozarkblue,82.42,5.59,5.78
29/01/2019,[NineMile]16,Brigitta,669.69,5.77,3.92
29/01/2019,[NineMile]16,Legacy,158.89,6.01,2.79
29/01/2019,[NineMile]16,Ozarkblue,117.57,5.47,8.25
29/01/2019,[S1]39-41Front,Arana C00-009,720.97,3.72,7.02
29/01/2019,ED5,Legacy,651.31,4.41,5.60
29/01/2019,LEB 5,Brigitta,280.36,3.80,0.00
29/01/2019,LEB 5,Elliot E-70,795.52,4.42,4.63
30/01/2019,[NineMile]01,Brigitta,296.35,5.72,6.55
30/01/2019,[NineMile]01,Legacy,407.94,6.01,4.37
30/01/2019,[NineMile]02,Brigitta,"1,002.83",5.95,4.54
30/01/2019,[NineMile]02,Legacy,363.57,6.14,3.56
30/01/2019,[NineMile]02,Ozarkblue,311.41,6.16,3.15
30/01/2019,[NineMile]15,Brigitta,"1,134.57",5.50,5.16
30/01/2019,[NineMile]15,Legacy,407.95,5.60,4.94
30/01/2019,[NineMile]15,Ozarkblue,366.55,5.25,4.21
30/01/2019,[NineMile]31,Brigitta,356.16,5.19,6.25
30/01/2019,[NineMile]31,Ozarkblue,377.38,5.24,4.41
30/01/2019,[NineMile]35,Brigitta,601.60,6.07,4.54
30/01/2019,[NineMile]35,Legacy,167.13,6.31,4.20
30/01/2019,[NineMile]35,Ozarkblue,274.97,6.01,5.19
30/01/2019,[NineMile]37,Brigitta,331.25,5.38,7.36
30/01/2019,[NineMile]37,Legacy,91.61,6.66,3.46
30/01/2019,[NineMile]37,Ozarkblue,139.27,5.35,4.64
30/01/2019,[NineMile]38,Brigitta,430.52,5.51,4.78
30/01/2019,[NineMile]38,Legacy,112.49,5.44,3.75
30/01/2019,[NineMile]38,Ozarkblue,191.47,5.38,4.25
30/01/2019,[NineMile]62,Brigitta,563.63,5.25,4.94
30/01/2019,[NineMile]62,Legacy,960.81,5.13,5.62
30/01/2019,LEB 5,Brigitta,"1,856.13",4.48,6.09
31/01/2019,[Lebrina]01,Brigitta,"1,628.63",3.16,8.48
31/01/2019,[NineMile]23,Brigitta,641.50,5.95,4.58
31/01/2019,[NineMile]23,Legacy,80.47,7.06,1.92
31/01/2019,[NineMile]23,Ozarkblue,230.35,6.01,4.11
31/01/2019,[NineMile]27,Brigitta,500.34,5.96,5.11
31/01/2019,[NineMile]27,Legacy,159.39,6.25,3.94
31/01/2019,[NineMile]27,Ozarkblue,334.94,5.83,6.09
31/01/2019,[NineMile]29,Brigitta,173.14,5.95,4.44
31/01/2019,[NineMile]29,Legacy,59.50,6.48,2.29
31/01/2019,[NineMile]29,Ozarkblue,148.72,6.10,5.83
31/01/2019,[NineMile]32,Brigitta,310.20,5.81,5.88
31/01/2019,[NineMile]32,Legacy,167.52,6.33,4.21
31/01/2019,[NineMile]32,Ozarkblue,177.70,5.94,4.56
31/01/2019,[NineMile]33,Brigitta,257.95,6.02,3.97
31/01/2019,[NineMile]33,Legacy,66.63,5.88,5.13
31/01/2019,[NineMile]33,Ozarkblue,106.44,5.69,8.19
31/01/2019,[NineMile]34,Brigitta,428.33,6.06,4.84
31/01/2019,[NineMile]34,Legacy,150.24,6.39,2.55
31/01/2019,[NineMile]34,Ozarkblue,196.54,6.20,13.32
31/01/2019,[NineMile]36,Brigitta,201.06,6.08,4.54
31/01/2019,[NineMile]36,Legacy,32.54,8.91,2.24
31/01/2019,[NineMile]36,Ozarkblue,85.54,6.30,2.90
31/01/2019,[NineMile]50,Brigitta,178.56,7.53,12.75
31/01/2019,[NineMile]50,Legacy,55.41,8.16,1.98
31/01/2019,[NineMile]51,Brigitta,120.97,7.80,2.78
31/01/2019,[NineMile]51,Legacy,45.84,9.10,1.05
31/01/2019,[NineMile]51,Ozarkblue,72.98,8.76,5.12
31/01/2019,[NineMile]52,Brigitta,299.50,7.44,5.16
31/01/2019,[NineMile]52,Legacy,110.02,8.42,1.90
31/01/2019,[NineMile]52,Ozarkblue,195.98,7.50,4.51
31/01/2019,LEB 5,Brigitta,"1,027.77",3.65,7.64
1/02/2019,[Lebrina]03,Bluerose,502.86,4.10,6.98
1/02/2019,[NineMile]06,Brigitta,841.14,6.94,4.52
1/02/2019,[NineMile]06,Legacy,265.76,7.25,2.99
1/02/2019,[NineMile]06,Ozarkblue,153.19,6.74,9.88
1/02/2019,[NineMile]21,Brigitta,425.70,6.07,4.58
1/02/2019,[NineMile]21,Legacy,237.41,7.33,2.68
1/02/2019,[NineMile]22,Brigitta,398.79,5.46,5.70
1/02/2019,[NineMile]22,Legacy,60.79,5.92,4.34
1/02/2019,[NineMile]22,Ozarkblue,186.04,5.75,3.32
1/02/2019,[NineMile]24,Brigitta,512.29,5.37,7.32
1/02/2019,[NineMile]24,Denise Blue Knoxfield47,120.04,5.59,4.29
1/02/2019,[NineMile]24,Legacy,82.48,5.45,5.89
1/02/2019,[NineMile]24,Ozarkblue,391.81,5.39,7.00
1/02/2019,[NineMile]25,Brigitta,460.72,7.26,3.84
1/02/2019,[NineMile]25,Legacy,51.78,8.09,2.16
1/02/2019,[NineMile]25,Ozarkblue,304.94,5.57,5.45
1/02/2019,[NineMile]48,Brigitta,193.54,7.20,4.03
1/02/2019,[NineMile]48,Legacy,27.19,10.29,1.13
1/02/2019,[NineMile]48,Ozarkblue,174.81,6.99,7.28
1/02/2019,[NineMile]49,Brigitta,148.58,7.05,6.19
1/02/2019,[NineMile]49,Legacy,37.09,7.39,3.09
1/02/2019,[NineMile]49,Ozarkblue,71.53,7.78,1.99
1/02/2019,[NineMile]65,Brigitta,80.16,7.84,3.17
1/02/2019,[NineMile]65,Legacy,110.71,8.88,2.17
1/02/2019,[NineMile]66,Brigitta,357.71,7.87,3.60
1/02/2019,[NineMile]66,Legacy,438.51,7.79,3.51
1/02/2019,[NineMile]67,Brigitta,185.95,5.48,4.96
1/02/2019,[NineMile]67,Legacy,153.25,6.08,3.16
1/02/2019,[NineMile]68,Brigitta,867.31,5.42,5.78
1/02/2019,LEB 5,Brigitta,"2,197.13",3.68,7.08
4/02/2019,[NineMile]43,Brigitta,173.66,5.57,0.00
4/02/2019,[NineMile]43,Legacy,221.63,7.18,2.50
4/02/2019,[NineMile]44,Brigitta,234.44,5.98,5.30
4/02/2019,[NineMile]44,Legacy,165.73,7.13,3.81
4/02/2019,[NineMile]45,Legacy,654.98,6.11,4.49
4/02/2019,[NineMile]46,Legacy,"1,015.63",5.95,5.29
4/02/2019,[NineMile]47,Brigitta,91.09,6.63,5.88
4/02/2019,[NineMile]47,Legacy,226.85,6.13,3.60
4/02/2019,[NineMile]53,Brigitta,223.26,6.02,5.95
4/02/2019,[NineMile]53,Legacy,159.14,5.84,4.24
4/02/2019,[NineMile]54,Brigitta,427.65,5.59,8.64
4/02/2019,[NineMile]54,Legacy,103.70,6.58,4.23
4/02/2019,[NineMile]54,Ozarkblue,275.58,5.85,7.35
4/02/2019,LEB 5,Brigitta,"2,701.73",3.64,7.87
5/02/2019,[NineMile]03,Brigitta,428.80,5.42,5.96
5/02/2019,[NineMile]03,Legacy,63.73,5.90,5.31
5/02/2019,[NineMile]03,Ozarkblue,103.09,5.31,8.59
5/02/2019,[NineMile]05,Brigitta,653.62,5.38,6.81
5/02/2019,[NineMile]05,Legacy,159.36,5.87,2.66
5/02/2019,[NineMile]05,Ozarkblue,109.05,5.30,9.09
5/02/2019,[NineMile]07,Brigitta,572.01,5.34,7.94
5/02/2019,[NineMile]07,Legacy,100.33,6.34,1.67
5/02/2019,[NineMile]09,Brigitta,274.16,6.92,5.48
5/02/2019,[NineMile]09,Legacy,269.56,7.45,2.40
5/02/2019,[NineMile]10,Brigitta,496.28,6.96,4.41
5/02/2019,[NineMile]10,Legacy,265.81,7.35,3.04
5/02/2019,[NineMile]57,Legacy,132.51,7.47,2.37
5/02/2019,[NineMile]58,Legacy,139.09,7.70,2.48
5/02/2019,[NineMile]63,Brigitta,257.61,7.12,3.55
5/02/2019,[NineMile]63,Legacy,355.08,7.23,3.99
5/02/2019,[NineMile]64,Brigitta,242.21,6.90,5.70
5/02/2019,[NineMile]64,Legacy,281.08,7.18,3.25
5/02/2019,LEB 5,Brigitta,"1,002.11",3.37,11.02
5/02/2019,LEB 5,Elliot E-70,"1,128.27",3.33,6.66
6/02/2019,[Lebrina]04,Brigitta,485.22,3.54,7.70
6/02/2019,[NineMile]04,Brigitta,312.77,5.36,6.13
6/02/2019,[NineMile]04,Legacy,73.02,6.22,1.91
6/02/2019,[NineMile]07,Brigitta,115.03,5.74,9.02
6/02/2019,[NineMile]07,Ozarkblue,111.12,5.11,8.72
6/02/2019,[NineMile]08,Brigitta,680.96,5.22,5.93
6/02/2019,[NineMile]08,Legacy,82.63,5.78,3.24
6/02/2019,[NineMile]08,Ozarkblue,200.40,5.23,7.86
6/02/2019,[NineMile]11,Brigitta,568.24,5.27,8.12
6/02/2019,[NineMile]11,Legacy,574.71,5.87,2.41
6/02/2019,[NineMile]12,Brigitta,7.18,17.49,0.48
6/02/2019,[NineMile]12,Legacy,397.29,5.40,3.26
6/02/2019,[NineMile]14,Brigitta,226.18,5.11,7.18
6/02/2019,[NineMile]14,Legacy,30.24,8.59,0.98
6/02/2019,[NineMile]14,Ozarkblue,66.82,5.55,4.24
6/02/2019,[NineMile]16,Brigitta,456.09,5.11,7.48
6/02/2019,[NineMile]16,Legacy,62.58,6.20,1.35
6/02/2019,[NineMile]16,Ozarkblue,108.56,5.63,3.56
6/02/2019,LEB 5,Brigitta,17.33,6.51,10.32
6/02/2019,LEB 5,Elliot E-70,446.60,3.64,7.37
8/02/2019,[Lebrina]03,Bluerose,127.68,4.58,3.55
8/02/2019,[Lebrina]03,Brigitta,84.83,4.53,4.71
8/02/2019,[Lebrina]04,Brigitta,505.85,4.12,8.43
8/02/2019,[NineMile]01,Brigitta,134.86,5.63,4.57
8/02/2019,[NineMile]01,Legacy,140.27,6.30,1.90
8/02/2019,[NineMile]02,Brigitta,605.42,5.39,5.13
8/02/2019,[NineMile]02,Legacy,116.98,6.32,2.64
8/02/2019,[NineMile]02,Ozarkblue,417.87,5.37,7.08
8/02/2019,[NineMile]04,Brigitta,119.83,5.87,4.99
8/02/2019,[NineMile]04,Ozarkblue,302.87,5.23,12.62
8/02/2019,[NineMile]06,Brigitta,671.52,5.26,5.69
8/02/2019,[NineMile]06,Legacy,101.56,6.42,3.44
8/02/2019,[NineMile]06,Ozarkblue,128.47,5.91,4.35
8/02/2019,[NineMile]31,Brigitta,266.65,5.42,6.71
8/02/2019,[NineMile]31,Ozarkblue,399.92,5.52,5.03
8/02/2019,[NineMile]35,Brigitta,417.91,5.43,5.26
8/02/2019,[NineMile]35,Legacy,48.63,7.13,1.22
8/02/2019,[NineMile]35,Ozarkblue,243.20,5.45,6.12
8/02/2019,[NineMile]37,Brigitta,270.72,5.41,6.81
8/02/2019,[NineMile]37,Legacy,42.80,6.66,1.62
8/02/2019,[NineMile]37,Ozarkblue,161.40,5.68,12.18
8/02/2019,[NineMile]38,Brigitta,213.11,5.42,6.18
8/02/2019,[NineMile]38,Legacy,32.63,7.53,0.95
8/02/2019,[NineMile]38,Ozarkblue,203.20,5.47,8.83
8/02/2019,[NineMile]62,Brigitta,284.75,5.42,4.11
8/02/2019,[NineMile]62,Legacy,464.90,5.41,4.84
8/02/2019,LEB 5,Brigitta,"1,063.87",3.17,8.44
10/02/2019,[NineMile]27,Brigitta,252.94,5.69,3.49
10/02/2019,[NineMile]27,Ozarkblue,295.58,5.12,6.79
10/02/2019,[NineMile]29,Brigitta,87.36,5.17,5.92
10/02/2019,[NineMile]29,Legacy,39.87,5.86,2.75
